gender,age,tenure,monthlycharges,paymentmethod,industry
1,30.0,54.0,51.9,4,1
1,69.0,50.0,43.91,4,1
1,29.0,29.0,57.52,4,1
1,43.0,1.0,44.0,5,2
1,48.0,25.0,53.65,6,2
0,52.0,51.0,64.56,9,0
1,47.0,28.0,42.57,2,1
0,53.0,72.0,25.2,0,2
0,69.0,50.0,55.91,4,1
1,53.0,37.0,48.66,4,1
1,28.0,70.0,39.15,3,2
0,20.0,4.0,39.93,4,1
0,67.0,47.0,100.43,8,0
0,25.0,35.0,30.16,2,0
0,29.0,44.0,97.93,7,0
0,38.0,35.0,42.27,2,1
1,52.0,54.0,59.56,8,1
0,25.0,49.0,48.9,4,1
0,59.0,1.0,40.05,8,1
0,27.0,43.0,85.1,3,2
1,50.0,3.0,98.7,5,2
0,27.0,26.0,56.8,2,1
0,32.0,42.0,74.15,3,2
1,52.0,33.0,54.6,5,2
0,29.0,30.0,54.43,4,1
0,70.0,17.0,83.55,5,2
0,49.0,19.0,44.24,9,0
1,27.0,24.0,88.83,2,0
1,50.0,32.0,44.18,8,1
1,26.0,17.0,25.15,6,2
1,67.0,14.0,56.75,9,0
1,53.0,10.0,19.6,0,2
1,25.0,38.0,50.55,8,1
1,56.0,1.0,20.55,3,2
1,46.0,51.0,57.7,8,1
1,43.0,61.0,106.0,5,2
1,33.0,43.9999999256703,54.640000544426194,2,1
1,42.0,1.0,24.45,6,2
0,31.0,48.0,69.7,0,2
0,39.0,45.0,62.18,2,1
0,41.0,15.0,44.04,8,0
1,36.0,23.0,44.92,2,1
1,61.0,8.0,32.9,8,1
1,23.0,72.0,108.4,5,2
1,27.0,10.0,19.5,6,2
1,62.0,33.0,114.98,8,0
1,21.0,1.0,90.85,5,2
1,51.0,54.99999957288072,48.92000202070099,2,1
1,43.0,52.0,64.46,2,1
1,20.0,52.0,93.25,0,2
1,55.0,13.0,59.12,7,0
1,43.0,41.0,70.2,8,0
0,26.0,25.0,98.5,5,2
1,50.0,9.0,100.71,9,0
0,36.0,61.0,106.6,5,2
0,53.0,12.0,36.32,8,1
0,45.0,29.0,74.2,5,2
0,63.0,7.999999048121223,47.060000128418174,2,1
1,48.0,48.000000282170994,50.13000215241591,4,1
1,23.0,2.0,112.35,8,0
0,58.0,56.0,45.05,0,2
1,70.0,41.0,65.0,6,2
1,50.0,59.0,66.52,2,1
1,33.0,45.0,47.79,4,1
1,26.0,36.0,58.26,1,0
0,19.0,41.0,27.99,2,0
1,42.0,47.0,36.56,2,0
1,24.0,51.0,44.57,1,0
0,28.0,47.0,19.3,0,2
0,38.0,6.0,89.75,5,2
1,61.0,10.0,54.13,4,1
0,27.0,15.0,29.22,8,0
1,70.0,50.00000117231181,57.949999769962176,4,1
0,21.0,22.0,56.44,2,1
0,69.0,41.0,35.44,7,0
1,50.0,25.0,95.7,3,2
0,49.0,27.0,103.62,8,0
0,21.0,21.0,39.72,4,1
1,53.0,41.0,98.4,5,2
0,64.0,6.0,26.71,8,1
0,33.0,21.0,33.63,1,0
0,47.0,31.0,47.65,8,1
0,53.0,58.0,53.82,4,0
0,24.0,61.0,74.9,9,0
1,48.0,23.00000046868842,49.12000205216191,8,1
0,65.0,7.0,38.29,8,1
0,29.0,46.0,46.91,4,1
0,41.0,7.0,20.88,1,0
0,66.0,19.0,64.29,9,0
0,69.0,59.0,65.5,6,2
0,20.0,53.99999934693788,59.13000062184288,2,1
0,50.0,50.0,54.54,4,1
0,41.0,42.0,42.17,2,1
0,42.0,57.0,32.54,2,0
0,48.0,9.0,41.98,8,1
1,57.0,36.0,110.18,7,0
0,49.0,41.0,70.04,7,0
1,56.0,27.0,85.2,3,2
0,67.0,31.0,40.7,4,1
1,60.0,48.0,53.64,9,0
0,39.0,19.0,47.63,8,0
1,68.0,1.0,50.6,6,2
0,30.0,43.0,58.2,2,1
1,36.0,21.0,108.75,9,0
0,70.0,5.0,55.14,2,0
0,50.0,1.0,48.45,0,2
1,69.0,58.0,46.24,2,1
0,27.0,14.0,39.53,1,0
1,30.0,14.0,99.92,9,0
0,37.0,1.0,78.65,5,2
0,58.0,2.9999989894339913,55.269999728891726,4,1
1,45.0,71.0,19.45,6,2
0,58.0,35.0,46.0,2,1
1,24.0,50.99999973156713,63.40999801179672,8,1
1,69.0,29.0,40.49,4,1
0,33.0,1.0,75.3,6,2
1,24.0,28.0,45.48,8,1
0,25.0,16.0,84.21,7,0
0,20.0,70.0,89.75,3,2
1,31.0,5.0,28.98,7,0
0,25.0,42.0,39.67,7,0
1,47.0,16.0,93.83,7,0
1,50.0,19.0,34.23,4,1
0,61.0,33.0,59.82,2,1
1,50.0,70.0,40.05,6,2
0,60.0,21.0,38.42,8,0
1,54.0,52.00000137650965,67.63000067016226,4,1
0,48.0,2.0000005189685433,45.529998078789475,8,1
1,53.0,18.0,32.83,4,1
1,38.0,38.0,20.1,6,2
1,41.0,44.99999961862107,42.54000037505039,8,1
0,67.0,29.0,32.85,4,1
1,39.0,66.0,104.25,5,2
1,49.0,31.000001180831674,38.630000564504826,2,1
1,46.0,19.0,31.73,2,0
1,36.0,9.99999981696377,28.940000770574382,8,1
0,49.0,2.0,24.95,4,0
1,57.0,58.0,64.46,2,1
1,22.0,64.0,79.62,2,0
1,64.0,5.0,40.0,6,2
0,32.0,4.0,103.32,7,0
1,63.0,10.0,45.55,5,2
0,46.0,63.0,100.55,5,2
0,48.0,33.0,67.64,7,0
1,48.0,9.0,44.4,6,2
0,26.0,27.0,117.35,4,0
0,54.0,58.0,47.96,4,1
1,45.0,6.999999467884754,38.410001093062874,4,1
1,50.0,32.0,114.75,9,0
1,67.0,56.0,108.26,2,0
1,35.0,1.0,95.0,5,2
0,24.0,47.0,39.65,4,1
0,28.0,46.0,79.33,4,0
0,42.0,41.00000186455866,46.04999693961012,2,1
0,69.0,8.0,120.0,2,0
0,70.0,49.0,112.31,2,0
0,21.0,50.0,48.76,2,1
0,25.0,16.0,35.58,8,1
1,28.0,29.0,80.1,3,2
0,54.0,13.0,20.3,6,2
1,64.0,67.0,70.9,3,2
1,26.0,39.0,94.15,9,0
1,47.0,42.0,40.15,0,2
0,52.0,16.0,32.2,8,1
0,39.0,39.0,59.55,8,1
1,29.0,35.0,119.07,1,0
0,48.0,14.0,89.65,3,2
0,45.0,42.0,33.55,6,2
0,36.0,45.0,61.97,4,1
1,32.0,68.0,24.46,7,0
0,34.0,44.0,88.97,7,0
1,59.0,5.0,26.81,4,0
0,31.0,27.0,85.25,5,2
0,53.0,2.0,68.87,1,0
1,50.0,25.0,36.68,4,1
0,69.0,45.0,62.55,3,2
1,28.0,2.0,19.25,6,2
0,68.0,19.00000204571863,45.00000074660866,2,1
0,36.0,3.0,20.0,6,2
1,28.0,8.0,54.4,5,2
1,62.0,4.0,48.01,2,1
1,50.0,5.0,116.27,9,0
1,56.0,9.0,65.07,1,0
1,68.0,50.0,93.5,3,2
1,40.0,11.0,79.5,0,2
0,57.0,41.0,114.5,0,2
0,63.0,55.0,19.7,5,2
1,46.0,58.0,36.42,7,0
1,68.0,65.0,72.45,3,2
1,59.0,1.0,19.1,6,2
0,43.0,18.0,54.64,4,0
0,66.0,51.0,46.6,4,1
0,29.0,5.0,25.45,6,2
0,35.0,52.0,60.32,8,1
0,67.0,4.99999928146272,29.07000030568884,4,1
1,37.0,28.0,41.82,8,1
1,62.0,16.0,72.32,1,0
1,52.0,67.0,43.82,2,0
1,66.0,54.0,52.05,8,1
1,67.0,9.0,24.1,0,2
1,66.0,54.99999945270003,52.39999959133353,8,1
1,42.0,13.0,33.06,9,0
0,31.0,31.0,89.9,5,2
0,51.0,38.0,96.44,2,0
0,70.0,22.0,55.29,2,1
0,40.0,50.0,63.91,4,1
0,23.0,16.0,89.45,3,2
0,57.0,51.0,54.96,8,1
1,21.0,29.000001097948267,36.51000115828999,8,1
1,38.0,26.0,91.33,2,0
1,52.0,54.0,57.24,4,1
0,45.0,46.0,33.89,8,0
1,30.0,17.0,104.42,7,0
1,51.0,54.0,47.72,4,1
1,59.0,34.0,43.16,4,1
1,54.0,36.0,53.42,2,1
1,28.0,19.0,41.43,2,1
1,62.0,21.99999960230284,58.220001084878724,8,1
1,42.0,17.0,113.38,9,0
1,44.0,21.0,66.9,4,0
1,64.0,53.00000150465326,62.56999951214923,4,1
1,65.0,47.00000011483103,62.909999938520166,2,1
1,35.0,28.0,49.94,8,1
0,60.0,7.0,78.5,5,2
0,24.0,23.999999519999786,36.699999661907576,8,1
1,52.0,45.0,53.89,9,0
1,58.0,24.0,65.74,9,0
1,62.0,14.0,73.8,7,0
1,51.0,57.0,24.56,1,0
0,43.0,66.0,105.95,3,2
1,21.0,31.0,56.5,4,1
1,57.0,66.0,56.75,3,2
0,64.0,30.0,91.7,3,2
1,49.0,47.99999993006318,47.60000017369668,8,1
0,51.0,20.000001320157008,39.90999836988173,8,1
0,28.0,1.0,44.1,5,2
1,50.0,29.0,57.88,7,0
1,39.0,36.0,60.57,2,1
0,58.0,53.0,28.1,9,0
0,53.0,43.0,43.42,2,1
1,24.0,57.0,62.95,2,1
1,45.0,53.0,69.7,0,2
0,58.0,19.0,42.24,2,1
0,29.0,59.0,54.85,2,1
0,49.0,20.0,49.79,2,1
0,43.0,46.0,46.78,2,0
1,63.0,61.0,99.4,0,2
0,34.0,55.000001056272936,51.759999317460206,2,1
0,32.0,70.0,26.05,3,2
0,62.0,1.0,81.95,5,2
1,67.0,27.0,43.83,8,1
1,39.0,26.0,86.65,3,2
1,20.0,58.0,45.3,5,2
1,32.0,72.0,86.05,3,2
1,42.0,2.0,35.52,9,0
1,28.0,4.0,29.04,2,1
1,43.0,22.0,90.5,0,2
0,57.0,56.0,76.85,0,2
0,63.0,2.0000000848293364,41.640000193505394,8,1
1,22.0,60.0,50.64,8,0
0,62.0,26.0,95.0,5,2
1,56.0,5.0,32.18,1,0
1,42.0,22.000001163827527,57.010001809784114,2,1
0,50.0,2.0,41.58,8,1
1,51.0,55.0,63.68,8,0
0,36.0,25.0,48.64,2,1
1,50.0,55.0,64.2,5,2
1,70.0,1.0,74.4,5,2
1,68.0,67.0,75.7,6,2
0,39.0,5.0,63.29,4,0
0,55.0,57.0,34.1,7,0
0,31.0,3.0,35.2,3,2
0,49.0,15.0,22.79,9,0
0,29.0,13.0,104.15,3,2
1,58.0,58.0,70.1,0,2
1,22.0,22.0,29.45,4,0
0,60.0,2.0,23.53,8,1
0,41.0,18.0,54.4,3,2
1,62.0,17.0,88.65,1,0
0,25.0,6.0,32.26,4,1
0,32.0,30.00000031131767,30.919998927903304,2,1
0,68.0,48.0,40.9,8,0
1,29.0,1.0,43.61,8,1
0,33.0,29.0,51.43,8,0
1,52.0,1.0,20.52,8,0
1,64.0,63.0,83.5,3,2
1,47.0,15.0,102.39,8,0
0,30.0,52.0,44.98,8,1
1,50.0,25.0,46.13,4,1
0,56.0,60.0,26.38,1,0
0,65.0,31.0,91.15,5,2
1,59.0,35.0,48.17,4,0
1,33.0,16.0,46.27,8,1
0,48.0,51.0,106.08,2,0
1,42.0,3.0,65.25,6,2
1,54.0,40.0,108.57,2,0
0,69.0,35.0,35.8,8,1
1,39.0,37.0,92.95,5,2
1,49.0,46.0,20.2,6,2
1,60.0,7.0,89.5,5,2
0,27.0,16.0,86.25,5,2
1,61.0,44.0,55.39,4,1
0,45.0,30.0,50.05,7,0
1,20.0,26.0,19.15,3,2
0,65.0,20.0,44.9,2,1
0,66.0,43.0,53.14,2,1
1,53.0,30.0,67.6,5,2
1,39.0,65.0,103.15,0,2
1,53.0,24.0,77.4,9,0
0,45.0,42.0,50.28,8,1
0,59.0,35.0,35.77,7,0
0,59.0,51.0,60.23,8,1
1,27.0,33.0,56.78,4,0
1,34.0,4.000000809190322,29.840000718773602,8,1
1,57.0,22.0,52.89,2,1
0,56.0,56.0000000206906,42.27999837817191,2,1
1,20.0,1.0,43.84,2,1
0,69.0,41.0,60.28,2,0
0,39.0,71.0,95.65,6,2
0,34.0,69.0,68.47,8,0
1,27.0,19.0,39.38,2,1
1,56.0,1.0,45.6,6,2
0,50.0,21.0,46.32,2,1
0,29.0,68.0,89.71,2,0
0,65.0,54.0,52.76,8,1
1,44.0,13.0,65.85,5,2
0,47.0,42.0,42.71,4,1
0,54.0,7.0,79.65,6,2
0,58.0,1.0,55.4,5,2
1,44.0,42.000000263073574,50.890000979360394,2,1
0,48.0,40.0,97.21,8,0
1,47.0,40.0,89.6,3,2
0,58.0,72.0,100.65,0,2
0,66.0,19.0,81.39,9,0
1,32.0,17.0,101.8,5,2
0,66.0,58.0,57.31,4,1
0,26.0,21.0,104.55,6,2
0,22.0,25.0,46.03,8,1
1,36.0,19.0,55.29,8,1
1,34.0,14.000000526375883,33.25999975005394,4,1
0,61.0,21.0,45.86,1,0
0,39.0,58.0,99.96,9,0
1,32.0,43.0,57.29,7,0
1,40.0,6.0,115.77,4,0
0,22.0,25.0,49.17,7,0
0,30.0,1.0,20.05,6,2
1,37.0,68.0,103.25,3,2
1,22.0,63.0,104.8,0,2
0,27.0,20.0,100.63,1,0
1,70.0,4.0,19.4,6,2
1,34.0,56.0,24.45,6,2
1,63.0,52.0,50.4,8,1
1,20.0,7.0,45.65,4,1
1,50.0,12.0,49.05,0,2
1,49.0,9.0,20.1,6,2
1,31.0,65.0,43.15,7,0
0,70.0,59.0,18.4,0,2
1,21.0,37.0,40.2,0,2
1,65.0,8.0,38.28,1,0
0,48.0,26.0,95.69,9,0
1,39.0,68.0,107.7,5,2
1,33.0,5.0,102.83,2,0
0,48.0,12.0,70.04,2,0
0,45.0,43.0,58.34,2,1
0,31.0,17.0,114.58,4,0
1,43.0,52.0,65.36,4,1
1,42.0,27.0,66.96,1,0
0,70.0,34.0,60.85,0,2
0,37.0,21.0,73.64,7,0
0,55.0,42.0,61.3,8,1
0,36.0,2.0,45.1,8,1
1,35.0,65.0,119.16,8,0
1,64.0,53.0,69.7,6,2
0,30.0,29.0,98.6,3,2
1,36.0,37.99999946829565,45.81999984183066,2,1
1,25.0,19.00000126367624,33.539999358549395,4,1
0,64.0,40.0,53.85,8,1
1,45.0,32.0,83.7,3,2
0,50.0,8.0,38.5,5,2
1,64.0,39.0,48.34,8,1
1,59.0,44.0,39.32,4,0
1,38.0,48.0,79.72,1,0
1,63.0,15.999999621138372,43.419999374857646,2,1
1,28.0,35.0,109.96,7,0
1,45.0,50.0,75.5,5,2
1,20.0,43.0,40.99,8,1
0,36.0,6.999998819134865,32.96999912042002,4,1
1,54.0,54.0,110.0,7,0
0,63.0,15.0,30.53,2,1
1,61.0,7.0,95.6,0,2
1,46.0,58.0,58.26,8,1
1,47.0,60.0,60.5,0,2
1,68.0,22.0,78.65,6,2
1,36.0,59.0,36.87,4,1
1,18.0,23.0,88.23,7,0
0,69.0,54.99999823842522,47.69000103793333,8,1
0,28.0,34.0,97.38,8,0
1,46.0,62.0,50.62,1,0
0,39.0,46.0,63.48,2,1
0,33.0,3.0,55.52,2,0
0,31.0,67.0,112.35,3,2
1,62.0,34.0,53.95,8,1
0,52.0,46.0,97.95,7,0
1,44.0,71.0,84.8,5,2
0,58.0,3.0,35.56,9,0
0,47.0,10.0,98.5,5,2
0,55.0,57.0,64.32,8,1
1,18.0,20.0,75.71,2,0
1,62.0,67.0,88.8,0,2
0,69.0,41.0,43.68,2,1
1,49.0,66.0,89.63,7,0
0,45.0,20.999998884861267,37.270000297233395,4,1
0,70.0,2.0,34.14,8,1
0,52.0,67.0,106.6,0,2
0,37.0,1.0,106.79,8,0
0,62.0,14.0,37.44,8,0
1,28.0,6.0,48.08,4,1
1,43.0,14.0,21.83,9,0
1,54.0,2.0,46.6,0,2
1,55.0,63.0,80.0,3,2
1,32.0,59.0,74.29,4,0
0,35.0,15.0,34.27,2,1
0,36.0,59.0,43.35,2,1
0,57.0,23.0,43.74,8,1
1,61.0,71.0,79.1,3,2
0,53.0,69.0,33.54,8,0
0,35.0,33.0,110.45,5,2
0,50.0,8.0,33.37,2,1
0,51.0,7.9999992537654245,55.1600011879062,4,1
0,59.0,47.0,40.03,9,0
1,20.0,2.0,79.45,5,2
0,43.0,4.0,50.3,5,2
0,26.0,40.0,80.21,1,0
1,64.0,71.0,19.8,6,2
1,21.0,1.0,90.75,5,2
0,29.0,57.0,57.56,8,1
1,70.0,33.0,56.38,8,1
1,35.0,1.0,20.2,5,2
0,52.0,21.999998990515532,52.47999964224565,8,1
0,64.0,6.999998422135633,49.07999914580736,2,1
1,70.0,58.0,44.0,8,0
1,60.0,18.0,87.22,2,0
1,19.0,49.0,114.13,8,0
1,30.0,40.0,50.99,2,1
1,25.0,38.0,37.6,4,1
0,48.0,42.0,54.97,2,1
1,59.0,30.0,20.7,3,2
0,45.0,62.0,109.81,1,0
0,59.0,57.0,101.3,3,2
1,45.0,10.0,62.25,0,2
1,35.0,27.0,57.24,2,1
0,48.0,32.0000006161185,36.56999939607839,4,1
0,27.0,2.0,24.85,2,1
1,43.0,59.0,66.79,8,1
0,20.0,35.0,51.16,2,1
0,50.0,15.0,41.33,4,1
0,39.0,6.0,38.86,2,1
0,55.0,39.0,57.83,2,1
0,49.0,4.0,94.99,1,0
0,51.0,28.0,44.87,2,1
0,53.0,38.0,59.0,4,1
0,32.0,47.0,43.42,8,0
0,21.0,45.0,100.15,0,2
0,67.0,60.0,84.51,4,0
1,65.0,1.0,113.32,1,0
1,50.0,54.0,55.46,2,1
0,54.0,33.0,53.04,8,1
0,21.0,4.0,20.15,6,2
1,51.0,33.0,45.34,2,1
1,45.0,59.0,69.12,1,0
1,20.0,42.0,64.11,7,0
0,61.0,44.0,83.88,9,0
0,20.0,2.0,106.19,7,0
1,30.0,53.0,60.18,2,1
0,42.0,56.0,51.63,8,1
1,48.0,27.0,27.78,8,0
1,40.0,34.0,78.3,5,2
0,27.0,56.0,42.73,8,1
0,29.0,1.0,20.5,6,2
1,62.0,41.0,50.65,4,1
0,37.0,34.0,53.83,8,1
1,55.0,3.0,91.05,5,2
1,46.0,16.0,94.25,5,2
1,27.0,27.0,20.35,3,2
0,44.0,38.0,53.62,8,1
1,48.0,8.0,85.81,8,0
0,40.0,53.0,98.6,6,2
1,41.0,58.0,96.69,7,0
0,30.0,56.0,66.33,4,0
0,47.0,4.0,20.45,3,2
0,53.0,56.0,79.88,2,0
0,56.0,1.0,70.3,5,2
1,51.0,46.0,52.59,9,0
0,25.0,65.0,21.96,8,0
0,69.0,35.0,100.5,0,2
0,36.0,48.0,71.98,8,0
1,62.0,4.0,50.9,5,2
0,70.0,38.0,80.3,3,2
0,30.0,48.00000054968081,43.47999932273993,8,1
1,21.0,64.0,118.08,1,0
1,43.0,53.000000177247415,62.570000825593446,4,1
1,56.0,72.0,83.55,3,2
1,70.0,7.0,20.25,0,2
1,29.0,26.999999585975722,58.41999945154419,4,1
1,62.0,1.0,84.5,5,2
0,23.0,33.0,59.84,1,0
1,35.0,13.0,96.65,6,2
1,44.0,31.0,20.45,6,2
0,63.0,59.0,61.77,8,1
1,37.0,45.0,21.87,4,0
1,21.0,9.0,46.12,4,1
0,67.0,15.0,68.29,1,0
1,56.0,24.000000331854842,38.38000296269921,4,1
0,58.0,39.0,19.85,0,2
0,63.0,33.0,70.06,2,0
1,52.0,60.0,103.75,0,2
0,43.0,14.0,111.66,8,0
0,39.0,24.0,103.98,2,0
0,21.0,72.0,25.1,0,2
1,36.0,29.00000061559067,37.27000024496361,8,1
1,51.0,23.0,90.04,2,0
1,50.0,45.0,40.45,4,1
0,41.0,48.0,46.71,8,1
0,48.0,53.0,19.85,0,2
0,53.0,48.999998253968265,61.5000009417039,2,1
1,26.0,52.0,53.14,2,1
1,70.0,41.0,43.96,2,1
1,33.0,51.0,88.52,4,0
1,50.0,12.0,59.8,5,2
1,70.0,58.0,43.45,9,0
0,61.0,60.0,72.65,4,0
0,56.0,2.0,100.28,9,0
0,67.0,68.0,20.5,3,2
1,54.0,27.0,66.8,4,0
1,49.0,67.0,112.84,4,0
0,22.0,6.000001228054526,41.02000103451464,2,1
0,66.0,29.0,52.67,2,1
1,56.0,35.0,101.4,5,2
0,68.0,3.0,84.75,0,2
0,56.0,52.0,84.05,0,2
1,43.0,57.0,24.34,9,0
0,53.0,36.0,20.25,0,2
1,29.0,15.0,48.84,2,1
0,32.0,72.0,88.05,3,2
0,46.0,9.0,76.85,5,2
1,32.0,48.0,53.35,7,0
1,52.0,51.0,36.14,4,0
0,44.0,47.999996853751036,46.71000079503352,8,1
0,54.0,30.0,53.2,8,1
1,44.0,15.0,59.65,0,2
0,40.0,43.0,56.84,4,1
0,18.0,50.0,96.55,9,0
1,61.0,36.0,45.22,2,1
0,62.0,63.0,68.67,2,0
0,62.0,25.0,58.04,9,0
0,26.0,28.0,81.05,5,2
0,34.0,28.0,108.51,1,0
1,27.0,16.0,29.19,4,1
0,41.0,72.0,117.35,3,2
1,61.0,53.0,60.05,5,2
1,27.0,72.0,38.5,3,2
1,22.0,72.0,79.55,3,2
1,51.0,65.0,116.89,1,0
1,37.0,51.0,90.35,3,2
0,35.0,51.0,95.15,6,2
1,48.0,38.0,110.7,5,2
0,42.0,27.0,73.71,8,0
1,23.0,12.0,49.2,5,2
1,24.0,51.0,86.35,6,2
0,35.0,56.99999963586568,58.39000101265188,4,1
0,69.0,13.0,70.15,6,2
0,47.0,9.0,83.3,5,2
1,21.0,34.0,57.57,8,0
1,57.0,61.0,66.24,1,0
1,65.0,69.0,35.78,2,0
1,47.0,55.0,93.66,7,0
0,36.0,35.0,46.47,1,0
1,56.0,57.0,69.69,8,0
1,22.0,20.0,42.35,4,0
0,34.0,13.0,67.21,1,0
1,69.0,29.0,91.84,9,0
0,29.0,47.0,67.45,3,2
1,52.0,60.0,65.08,2,0
0,42.0,12.0,33.74,4,0
1,27.0,52.000000526199464,54.87000149144436,8,1
1,55.0,23.0,31.64,2,0
1,69.0,69.0,98.43,8,0
1,68.0,30.00000080732725,40.47999913682168,8,1
0,25.0,30.0,19.4,3,2
1,61.0,64.0,91.8,5,2
1,28.0,9.0,83.43,8,0
1,38.0,10.0,37.58,2,1
1,62.0,54.0,42.37,2,1
1,42.0,18.000000520374208,33.77999912537469,4,1
1,34.0,2.0000012203508257,43.890001202397414,8,1
0,61.0,65.0,77.71,4,0
1,58.0,54.0,99.05,3,2
1,66.0,23.0,57.4,4,1
1,52.0,10.0,43.32,4,1
1,34.0,18.0,38.25,8,1
1,64.0,26.0,42.44,8,1
1,55.0,1.0,49.3,5,2
0,47.0,3.0,70.25,5,2
1,70.0,6.0,94.5,6,2
1,65.0,32.0,97.19,9,0
1,28.0,1.0,50.75,5,2
1,27.0,1.0,34.55,2,1
1,61.0,16.000001147727005,42.63000053210678,4,1
0,29.0,52.999999411241234,47.06000023751072,8,1
0,51.0,24.0,98.75,5,2
1,28.0,9.0,29.95,5,2
1,32.0,67.0,83.85,0,2
0,68.0,26.0,32.91,8,1
1,54.0,24.0,27.69,4,0
1,47.0,1.0,76.2,5,2
0,62.0,13.0,36.46,4,1
1,22.0,4.0,31.29,4,1
0,24.0,33.0,38.72,4,1
1,51.0,72.0,108.95,3,2
0,40.0,27.0,33.2,2,0
0,27.0,29.0,39.08,8,1
0,28.0,18.0,51.31,8,1
0,42.0,1.0,70.59,2,0
0,34.0,10.0,34.95,8,1
1,60.0,72.0,89.4,6,2
1,35.0,5.0,48.49,2,1
1,23.0,48.999999060479375,50.82999822095965,8,1
0,64.0,71.0,19.1,3,2
0,55.0,57.0,97.18,8,0
0,67.0,26.0,70.4,2,0
1,50.0,19.0,38.98,9,0
1,21.0,1.0,69.85,5,2
0,22.0,64.0,24.08,8,0
0,69.0,16.0,19.6,6,2
0,66.0,69.0,55.03,4,0
1,66.0,26.0,44.44,8,1
1,59.0,18.0,49.08,4,1
1,34.0,12.0,51.14,4,0
1,46.0,63.0,114.47,7,0
0,24.0,25.0,48.66,4,1
0,22.0,32.0,47.76,8,0
0,46.0,22.0,40.97,4,1
1,32.0,59.0,29.65,7,0
0,53.0,46.0,61.9,2,1
1,25.0,1.0,75.3,5,2
0,59.0,13.0,95.05,5,2
1,59.0,54.0,105.2,5,2
0,33.0,3.0,74.6,0,2
1,64.0,14.0,57.92,8,0
0,21.0,26.0,19.2,6,2
1,42.0,3.0,36.63,2,0
0,19.0,39.0,110.63,7,0
0,58.0,5.999998916592939,40.46999906476403,2,1
0,27.0,39.0,37.25,2,1
0,27.0,38.0,83.21,1,0
0,61.0,1.0,95.85,5,2
1,48.0,68.0,34.73,2,0
0,61.0,46.0,74.77,9,0
0,24.0,27.0,20.34,4,0
0,49.0,13.0,52.98,8,1
0,68.0,66.0,61.35,0,2
1,54.0,24.0,73.59,8,0
0,32.0,72.0,107.45,6,2
1,44.0,33.0,80.26,1,0
0,61.0,12.0,40.73,2,0
1,66.0,32.0,36.46,2,1
1,41.0,23.999999496468252,56.10000048976143,4,1
1,34.0,14.0,19.35,6,2
1,70.0,67.0,118.37,2,0
0,68.0,56.0,75.43,2,0
1,42.0,66.0,25.19,9,0
1,44.0,68.0,24.15,0,2
0,62.0,72.0,92.65,0,2
1,60.0,65.0,22.69,7,0
1,28.0,40.0,61.73,4,1
1,55.0,72.0,72.1,3,2
0,33.0,19.0,22.02,9,0
0,69.0,17.0,47.5,2,1
1,62.0,60.0,89.78,7,0
1,59.0,44.0,56.01,2,0
1,20.0,21.0,20.5,3,2
1,67.0,49.99999863747617,54.270000769372054,4,1
0,57.0,2.0,36.91,1,0
0,36.0,53.0,98.4,3,2
1,33.0,1.0,69.6,5,2
1,22.0,55.0,52.3,2,1
1,53.0,25.0,34.12,1,0
0,48.0,4.0,97.95,5,2
0,53.0,6.0,45.65,6,2
0,40.0,18.0,34.38,4,1
1,43.0,68.0,44.8,6,2
1,39.0,1.0,53.95,5,2
0,53.0,6.0,50.8,0,2
0,30.0,35.0,70.55,5,2
1,20.0,40.0,86.17,9,0
0,26.0,41.0,34.94,4,1
1,63.0,66.0,20.35,5,2
0,39.0,29.0,67.31,1,0
1,50.0,5.0000004441046135,52.91999960821776,4,1
1,46.0,52.0,91.25,5,2
1,70.0,10.999998582162707,33.740001103381466,8,1
1,23.0,33.0,42.32,4,1
0,36.0,39.0,61.27,2,1
1,20.0,59.0,66.4,3,2
0,47.0,20.0,19.7,0,2
1,62.0,40.0,41.71,4,1
1,30.0,31.0,90.63,1,0
0,55.0,1.0,80.15,3,2
1,63.0,3.0,20.5,5,2
0,52.0,48.0,25.46,9,0
0,42.0,4.0,49.63,2,1
0,54.0,11.0,47.05,2,1
1,69.0,68.0,117.2,3,2
1,26.0,69.0,39.1,6,2
0,30.0,37.0,43.54,4,1
0,61.0,7.0,20.05,6,2
0,38.0,59.0,90.3,3,2
0,30.0,46.0,116.33,1,0
1,44.0,12.0,30.52,2,1
0,55.0,69.0,105.4,3,2
0,69.0,64.0,81.3,6,2
1,21.0,19.0,95.0,1,0
1,53.0,37.0,114.6,9,0
1,34.0,50.999998715247415,47.81999892895277,8,1
0,52.0,14.0,109.86,9,0
1,65.0,5.0,27.34,8,1
0,47.0,28.0,57.05,1,0
0,29.0,15.0,94.65,5,2
0,55.0,32.0,68.94,9,0
1,22.0,7.0,23.5,6,2
0,41.0,28.0,33.56,8,1
0,20.0,33.0,100.0,5,2
1,62.0,24.0,24.6,5,2
1,33.0,14.0,88.16,2,0
0,18.0,47.0,76.82,2,0
0,23.0,30.0,20.32,2,0
1,21.0,38.0,51.01,7,0
0,27.0,2.0,61.2,3,2
1,23.0,46.0,58.8,8,1
1,22.0,20.0,39.97,2,1
1,21.0,21.0,94.7,4,0
0,20.0,39.0,20.7,3,2
0,51.0,35.0,85.95,3,2
0,42.0,55.0,44.75,2,1
1,60.0,1.0,44.95,6,2
0,37.0,50.0,90.37,4,0
